user_id,cond,turn_idx,speaker,ASK,EXPLAIN,EXAMPLE,AGREE,ELABORATE
P005,treatment,7,A,0,0,0,1,0
P005,treatment,8,B,1,0,0,0,0
P005,treatment,9,A,1,0,0,0,0
P005,treatment,10,A,1,0,0,0,0
P005,treatment,11,B,0,1,0,0,0
P005,treatment,12,A,0,0,1,0,0
P005,treatment,13,B,0,1,0,0,0
P005,treatment,14,B,0,1,0,0,0
P005,treatment,15,B,0,1,0,0,0
P005,treatment,16,A,0,0,0,0,1
P005,treatment,17,B,0,0,1,0,0
P005,treatment,18,A,0,0,0,0,1
P005,treatment,19,A,0,0,0,1,0
P005,treatment,20,B,0,0,0,1,0
P005,treatment,21,A,0,0,1,0,0
P005,treatment,22,B,0,0,0,0,1
P005,treatment,23,B,1,0,0,0,0
P005,treatment,24,A,0,1,0,0,0
P005,treatment,25,A,0,0,0,1,0
P005,treatment,26,B,0,1,0,0,0
P005,treatment,27,B,0,0,0,0,1
P006,treatment,1,A,0,1,0,0,0
P006,treatment,2,B,0,0,0,1,0
P006,treatment,3,A,0,0,0,0,1
P006,treatment,4,A,0,0,1,0,0
P006,treatment,5,B,0,0,0,0,1
P006,treatment,6,A,0,0,0,0,1
P006,treatment,7,B,0,1,0,0,0
P006,treatment,8,B,0,0,1,0,0
P006,treatment,9,B,0,0,0,1,0
P006,treatment,10,B,0,1,0,0,0
P006,treatment,11,B,0,0,1,0,0
P006,treatment,12,A,0,0,0,1,0
P006,treatment,13,B,0,0,0,0,1
P006,treatment,14,A,0,0,0,0,1
P006,treatment,15,B,0,1,0,0,0
P006,treatment,16,A,0,0,0,1,0
P006,treatment,17,B,0,0,0,1,0
P006,treatment,18,A,0,0,0,0,1
P006,treatment,19,A,0,0,1,0,0
P006,treatment,20,B,0,0,0,0,1
P006,treatment,21,A,0,0,0,1,0
P006,treatment,22,B,0,1,0,0,0
P006,treatment,23,B,0,0,1,0,0
P006,treatment,24,A,0,0,0,0,1
P006,treatment,25,B,1,0,0,0,0
P006,treatment,26,B,0,1,0,0,0
P006,treatment,27,A,0,0,1,0,0
P006,treatment,28,A,0,0,0,1,0
P006,treatment,29,B,0,0,1,0,0
P006,treatment,30,A,0,0,0,0,1
P006,treatment,31,B,0,1,0,0,0
P006,treatment,32,A,0,0,0,1,0
P006,treatment,33,B,0,0,0,0,1
P006,treatment,34,A,0,0,0,1,0
P006,treatment,35,B,0,0,0,1,0
P006,treatment,36,B,0,0,0,0,1
P006,treatment,37,A,0,0,0,0,1
P006,treatment,38,B,0,0,0,0,1
P007,treatment,1,A,1,0,0,0,0
P007,treatment,2,B,0,0,0,1,0
P007,treatment,3,A,0,0,0,0,1
P007,treatment,4,B,0,0,0,0,1
P007,treatment,5,B,0,0,0,0,1
P007,treatment,6,A,0,1,0,0,0
P007,treatment,7,B,1,0,0,0,0
P007,treatment,8,B,0,1,0,0,0
P007,treatment,9,B,0,0,0,0,1
P007,treatment,10,B,0,1,0,0,0
P007,treatment,11,A,0,0,0,0,1
P007,treatment,12,B,0,0,0,1,0
P007,treatment,13,A,0,0,1,0,0
P007,treatment,14,B,0,0,0,0,1
P007,treatment,15,A,0,0,0,0,1
P007,treatment,16,B,1,0,0,0,0
P007,treatment,17,A,0,0,0,0,1
P007,treatment,18,A,1,0,0,0,0
P007,treatment,19,A,0,0,0,0,1
P007,treatment,20,A,0,0,1,0,0
P007,treatment,21,B,1,0,0,0,0
P007,treatment,22,A,0,0,0,1,0
P007,treatment,23,B,0,0,0,0,1
P007,treatment,24,B,0,0,0,0,1
P007,treatment,25,A,1,0,0,0,0
P007,treatment,26,B,0,0,0,0,1
P007,treatment,27,A,0,0,0,0,1
P007,treatment,28,A,0,1,0,0,0
P007,treatment,29,A,0,0,0,0,1
P007,treatment,30,B,0,0,0,0,1
P007,treatment,31,A,0,0,1,0,0
P007,treatment,32,A,1,0,0,0,0
P007,treatment,33,B,0,0,0,1,0
P007,treatment,34,A,0,0,0,0,1
P007,treatment,35,B,1,0,0,0,0
P007,treatment,36,A,0,0,0,0,1
P007,treatment,37,B,1,0,0,0,0
P007,treatment,38,A,0,0,0,0,1
P007,treatment,39,B,0,1,0,0,0
P007,treatment,40,A,1,0,0,0,0
P007,treatment,41,B,0,1,0,0,0
P007,treatment,42,A,0,0,1,0,0
P007,treatment,43,B,0,0,0,0,1
P007,treatment,44,A,0,0,0,1,0
P007,treatment,45,B,0,0,0,0,1
P007,treatment,46,A,0,0,0,0,1
P007,treatment,47,B,0,0,0,1,0
P007,treatment,48,B,0,1,0,0,0
P007,treatment,49,B,0,0,0,0,1
P007,treatment,50,A,0,0,1,0,0
P007,treatment,51,A,0,0,1,0,0
P007,treatment,52,B,0,0,0,0,1
P007,treatment,53,A,0,1,0,0,0
P007,treatment,54,B,0,0,1,0,0
P007,treatment,55,A,0,0,0,0,1
P007,treatment,56,B,0,0,0,1,0
P007,treatment,57,B,0,0,0,0,1
P007,treatment,58,A,0,0,0,0,1
P008,treatment,1,A,0,0,0,0,1
P008,treatment,2,A,0,1,0,0,0
P008,treatment,3,B,0,0,1,0,0
P008,treatment,4,A,0,0,0,0,1
P008,treatment,5,B,0,0,1,0,0
P008,treatment,6,A,0,0,0,1,0
P008,treatment,7,B,0,0,0,0,1
P008,treatment,8,A,0,1,0,0,0
P008,treatment,9,B,0,0,0,0,1
P008,treatment,10,B,1,0,0,0,0
P008,treatment,11,B,0,1,0,0,0
P008,treatment,12,A,0,0,0,0,1
P008,treatment,13,B,0,0,0,0,1
P008,treatment,14,B,0,0,0,1,0
P008,treatment,15,A,0,0,0,0,1
P008,treatment,16,B,1,0,0,0,0
P008,treatment,17,B,0,1,0,0,0
P008,treatment,18,A,0,0,0,1,0
P008,treatment,19,B,0,0,0,0,1
P008,treatment,20,A,0,0,1,0,0
P008,treatment,21,B,0,0,1,0,0
P008,treatment,22,A,0,1,0,0,0
P008,treatment,23,B,0,0,1,0,0
P008,treatment,24,A,0,0,0,1,0
P008,treatment,25,B,0,1,0,0,0
P008,treatment,26,A,1,0,0,0,0
P008,treatment,27,B,0,1,0,0,0
P008,treatment,28,A,0,0,1,0,0
P008,treatment,29,B,0,0,1,0,0
P008,treatment,30,A,0,1,0,0,0
P008,treatment,31,B,0,0,1,0,0
P008,treatment,32,A,0,0,0,0,1
P008,treatment,33,A,0,1,0,0,0
P008,treatment,34,B,0,0,1,0,0
P008,treatment,35,A,1,0,0,0,0
P008,treatment,36,B,0,1,0,0,0
P008,treatment,37,A,0,0,1,0,0
P008,treatment,38,B,0,0,0,0,1
P008,treatment,39,A,0,0,0,1,0
P008,treatment,40,B,0,0,0,0,1
P008,treatment,41,A,0,0,0,0,1
P008,treatment,42,B,0,0,0,1,0
P008,treatment,43,A,0,0,1,0,0
P008,treatment,44,B,0,0,0,0,1
P008,treatment,45,A,0,0,0,0,1
P009,treatment,1,A,0,1,0,0,0
P009,treatment,2,A,0,0,1,0,0
P009,treatment,3,A,1,0,0,0,0
P009,treatment,4,B,1,0,0,0,0
P009,treatment,5,A,0,0,1,0,0
P009,treatment,6,B,0,1,0,0,0
P009,treatment,7,A,0,1,0,0,0
P009,treatment,8,B,0,0,1,0,0
P009,treatment,9,B,0,0,0,0,1
P009,treatment,10,A,1,0,0,0,0
P009,treatment,11,A,0,1,0,0,0
P009,treatment,12,B,0,0,1,0,0
P009,treatment,13,B,0,1,0,0,0
P009,treatment,14,A,0,0,1,0,0
P009,treatment,15,B,1,0,0,0,0
P009,treatment,16,A,0,1,0,0,0
P009,treatment,17,B,0,0,1,0,0
P009,treatment,18,A,0,0,1,0,0
P009,treatment,19,A,0,0,0,1,0
P009,treatment,20,B,0,0,0,0,1
P009,treatment,21,A,0,0,1,0,0
P009,treatment,22,B,0,0,1,0,0
P009,treatment,23,A,0,1,0,0,0
P009,treatment,24,B,0,0,0,1,0
P009,treatment,25,A,1,0,0,0,0
P009,treatment,26,B,0,1,0,0,0
P009,treatment,27,B,0,0,1,0,0
P009,treatment,28,A,0,1,0,0,0
P009,treatment,29,A,0,0,1,0,0
P009,treatment,30,B,0,0,0,0,1
P009,treatment,31,A,0,1,0,0,0
P009,treatment,32,B,0,0,1,0,0
P009,treatment,33,A,0,0,0,0,1
P010,treatment,1,A,1,0,0,0,0
P010,treatment,2,B,0,0,0,0,1
P010,treatment,3,B,0,1,0,0,0
P010,treatment,4,A,0,0,1,0,0
P010,treatment,5,B,0,0,0,0,1
P010,treatment,6,A,0,0,1,0,0
P010,treatment,7,B,0,0,1,0,0
P010,treatment,8,B,0,0,0,0,1
P010,treatment,9,A,1,0,0,0,0
P010,treatment,10,B,0,0,0,0,1
P010,treatment,11,B,0,0,0,0,1
P010,treatment,12,B,0,1,0,0,0
P010,treatment,13,A,0,0,1,0,0
P010,treatment,14,B,1,0,0,0,0
P010,treatment,15,A,0,0,0,0,1
P010,treatment,16,A,0,0,0,0,1
P010,treatment,17,B,0,0,1,0,0
P010,treatment,18,B,0,0,0,0,1
P010,treatment,19,A,0,0,1,0,0
P010,treatment,20,A,0,0,0,1,0
P010,treatment,21,A,0,0,1,0,0
P010,treatment,22,B,0,0,0,0,1
P010,treatment,23,B,0,0,0,0,1
P010,treatment,24,B,0,0,0,1,0
P010,treatment,25,B,0,1,0,0,0
P010,treatment,26,B,0,0,0,0,1
P010,treatment,27,A,1,0,0,0,0
P010,treatment,28,B,0,0,0,0,1
P010,treatment,29,A,0,0,1,0,0
P010,treatment,30,B,0,0,0,0,1
P010,treatment,31,A,0,0,1,0,0
P010,treatment,32,A,0,0,0,0,1
P010,treatment,33,B,1,0,0,0,0
P010,treatment,34,A,0,0,0,0,1
P010,treatment,35,A,1,0,0,0,0
P010,treatment,36,B,0,1,0,0,0
P010,treatment,37,A,0,0,1,0,0
P010,treatment,38,B,0,0,0,1,0
P011,treatment,1,A,1,0,0,0,0
P011,treatment,2,B,0,0,1,0,0
P011,treatment,3,A,0,0,0,1,0
P011,treatment,4,A,0,0,0,1,0
P011,treatment,5,B,0,0,1,0,0
P011,treatment,6,A,1,0,0,0,0
P011,treatment,7,B,0,1,0,0,0
P011,treatment,8,A,1,0,0,0,0
P011,treatment,9,B,0,1,0,0,0
P011,treatment,10,A,0,0,0,0,1
P011,treatment,11,B,0,0,1,0,0
P011,treatment,12,A,0,0,0,0,1
P011,treatment,13,A,0,1,0,0,0
P011,treatment,14,B,0,1,0,0,0
P011,treatment,15,A,0,0,1,0,0
P011,treatment,16,B,0,0,0,0,1
P011,treatment,17,A,0,0,0,0,1
P011,treatment,18,A,1,0,0,0,0
P011,treatment,19,A,0,0,1,0,0
P011,treatment,20,B,0,0,0,0,1
P011,treatment,21,A,1,0,0,0,0
P011,treatment,22,A,0,1,0,0,0
P011,treatment,23,A,0,0,0,0,1
P011,treatment,24,B,0,0,1,0,0
P011,treatment,25,A,0,0,0,0,1
P011,treatment,26,A,1,0,0,0,0
P011,treatment,27,B,0,1,0,0,0
P011,treatment,28,A,0,0,0,0,1
P011,treatment,29,A,0,0,0,1,0
P011,treatment,30,A,0,1,0,0,0
P011,treatment,31,B,0,0,1,0,0
P011,treatment,32,B,0,0,0,0,1
P011,treatment,33,A,0,0,0,1,0
P011,treatment,34,B,0,1,0,0,0
P011,treatment,35,A,0,0,0,0,1
P011,treatment,36,A,0,0,0,1,0
P011,treatment,37,B,0,0,1,0,0
P011,treatment,38,A,0,1,0,0,0
P011,treatment,39,B,0,0,1,0,0
P011,treatment,40,A,1,0,0,0,0
P011,treatment,41,A,0,0,0,1,0
P011,treatment,42,B,0,1,0,0,0
P011,treatment,43,B,0,1,0,0,0
P011,treatment,44,A,0,0,0,1,0
P011,treatment,45,A,0,0,1,0,0
P011,treatment,46,A,1,0,0,0,0
P011,treatment,47,A,0,1,0,0,0
P011,treatment,48,A,0,0,1,0,0
P012,treatment,1,A,0,0,0,1,0
P012,treatment,2,A,1,0,0,0,0
P012,treatment,3,B,0,0,0,0,1
P012,treatment,4,B,0,1,0,0,0
P012,treatment,5,A,0,0,1,0,0
P012,treatment,6,A,0,1,0,0,0
P012,treatment,7,B,0,0,0,1,0
P012,treatment,8,A,0,0,0,0,1
P012,treatment,9,B,1,0,0,0,0
P012,treatment,10,A,1,0,0,0,0
P012,treatment,11,B,0,0,1,0,0
P012,treatment,12,A,0,0,0,1,0
P012,treatment,13,B,0,1,0,0,0
P012,treatment,14,A,0,0,1,0,0
P012,treatment,15,A,0,0,0,0,1
P012,treatment,16,B,0,1,0,0,0
P012,treatment,17,A,0,0,1,0,0
P012,treatment,18,B,0,0,0,0,1
P012,treatment,19,A,0,0,1,0,0
P012,treatment,20,A,0,1,0,0,0
P012,treatment,21,B,0,0,0,0,1
P012,treatment,22,B,0,1,0,0,0
P012,treatment,23,A,0,0,0,0,1
P012,treatment,24,B,0,0,1,0,0
P012,treatment,25,A,0,0,0,0,1
P012,treatment,26,A,0,0,1,0,0
P012,treatment,27,A,0,0,0,1,0
P012,treatment,28,A,0,1,0,0,0
P012,treatment,29,B,0,0,1,0,0
P012,treatment,30,A,0,0,0,0,1
P012,treatment,31,B,0,1,0,0,0
P012,treatment,32,A,0,0,1,0,0
P012,treatment,33,A,0,0,0,0,1
P012,treatment,34,B,0,0,0,1,0
P013,treatment,1,A,0,1,0,0,0
P013,treatment,2,B,0,0,1,0,0
P013,treatment,3,B,0,0,0,0,1
P013,treatment,4,A,0,0,0,1,0
P013,treatment,5,B,0,0,0,1,0
P013,treatment,6,B,0,0,0,0,1
P013,treatment,7,B,0,0,1,0,0
P013,treatment,8,A,0,0,0,0,1
P013,treatment,9,B,0,0,0,1,0
P013,treatment,10,A,0,0,0,0,1
P013,treatment,11,A,1,0,0,0,0
P013,treatment,12,B,0,0,1,0,0
P013,treatment,13,A,1,0,0,0,0
P013,treatment,14,B,0,1,0,0,0
P013,treatment,15,A,0,0,0,0,1
P013,treatment,16,A,0,1,0,0,0
P013,treatment,17,B,0,0,0,0,1
P013,treatment,18,B,0,1,0,0,0
P013,treatment,19,A,0,0,0,1,0
P013,treatment,20,B,0,1,0,0,0
P013,treatment,21,B,0,0,1,0,0
P013,treatment,22,A,0,0,1,0,0
P013,treatment,23,B,0,0,0,0,1
P013,treatment,24,B,0,0,0,0,1
P013,treatment,25,A,0,1,0,0,0
P013,treatment,26,B,0,0,0,1,0
P013,treatment,27,A,0,0,1,0,0
P013,treatment,28,A,0,0,0,1,0
P013,treatment,29,B,1,0,0,0,0
P013,treatment,30,B,0,0,0,0,1
P013,treatment,31,A,0,1,0,0,0
P013,treatment,32,B,0,0,1,0,0
P013,treatment,33,A,1,0,0,0,0
P013,treatment,34,B,0,0,1,0,0
P013,treatment,35,A,0,0,0,1,0
P013,treatment,36,A,0,0,0,0,1
P013,treatment,37,B,0,0,1,0,0
P013,treatment,38,B,0,0,0,0,1
P013,treatment,39,A,0,0,0,0,1
P013,treatment,40,B,0,0,0,0,1
P013,treatment,41,A,0,0,0,0,1
P013,treatment,42,B,0,0,0,1,0
P013,treatment,43,A,0,0,0,0,1
P013,treatment,44,B,0,1,0,0,0
P013,treatment,45,A,0,0,1,0,0
P013,treatment,46,B,0,0,0,0,1
P013,treatment,47,A,1,0,0,0,0
P013,treatment,48,A,0,1,0,0,0
P014,treatment,1,A,1,0,0,0,0
P014,treatment,2,B,0,0,0,0,1
P014,treatment,3,A,0,0,0,1,0
P014,treatment,4,B,0,0,0,0,1
P014,treatment,5,A,0,0,0,1,0
P014,treatment,6,A,1,0,0,0,0
P014,treatment,7,B,0,1,0,0,0
P014,treatment,8,A,1,0,0,0,0
P014,treatment,9,A,0,1,0,0,0
P014,treatment,10,B,0,0,1,0,0
P014,treatment,11,A,0,1,0,0,0
P014,treatment,12,A,0,0,0,0,1
P014,treatment,13,B,1,0,0,0,0
P014,treatment,14,B,0,1,0,0,0
P014,treatment,15,A,0,0,1,0,0
P014,treatment,16,B,0,0,0,1,0
P014,treatment,17,A,0,0,0,0,1
P014,treatment,18,B,1,0,0,0,0
P014,treatment,19,A,0,0,0,0,1
P014,treatment,20,B,0,0,0,1,0
P014,treatment,21,A,0,0,0,0,1
P014,treatment,22,B,0,1,0,0,0
P014,treatment,23,A,0,0,0,0,1
P014,treatment,24,B,1,0,0,0,0
P014,treatment,25,B,0,1,0,0,0
P014,treatment,26,A,0,0,1,0,0
P014,treatment,27,A,0,0,0,0,1
P014,treatment,28,B,0,0,0,0,1
P014,treatment,29,A,0,0,0,1,0
P014,treatment,30,A,1,0,0,0,0
P014,treatment,31,B,0,0,0,0,1
P014,treatment,32,A,0,0,0,0,1
P014,treatment,33,B,0,0,0,1,0
P014,treatment,34,B,0,1,0,0,0
P014,treatment,35,B,1,0,0,0,0
P014,treatment,36,A,0,0,0,0,1
P014,treatment,37,B,0,0,1,0,0
P014,treatment,38,A,1,0,0,0,0
P014,treatment,39,B,1,0,0,0,0
P014,treatment,40,A,0,1,0,0,0
P014,treatment,41,B,0,0,1,0,0
P014,treatment,42,A,0,0,0,0,1
P014,treatment,43,B,1,0,0,0,0
P014,treatment,44,B,0,0,0,0,1
P014,treatment,45,B,0,0,0,1,0
P014,treatment,46,A,1,0,0,0,0
P014,treatment,47,A,0,0,0,0,1
P014,treatment,48,B,0,1,0,0,0
P014,treatment,49,B,0,0,0,1,0
P014,treatment,50,B,0,0,0,0,1
P014,treatment,51,A,1,0,0,0,0
P014,treatment,52,B,1,0,0,0,0
P014,treatment,53,B,0,0,0,0,1
P014,treatment,54,A,0,0,0,0,1
P014,treatment,55,B,0,0,0,0,1
P014,treatment,56,A,1,0,0,0,0
P014,treatment,57,B,0,1,0,0,0
P014,treatment,58,A,0,1,0,0,0
P015,treatment,1,A,0,0,0,1,0
P015,treatment,2,B,0,0,0,0,1
P015,treatment,3,A,0,0,0,0,1
P015,treatment,4,B,0,0,0,1,0
P015,treatment,5,B,0,1,0,0,0
P015,treatment,6,A,0,0,0,0,1
P015,treatment,7,A,0,0,0,0,1
P015,treatment,8,A,1,0,0,0,0
P015,treatment,9,A,0,0,0,0,1
P015,treatment,10,B,0,0,0,1,0
P015,treatment,11,A,0,1,0,0,0
P015,treatment,12,A,0,0,1,0,0
P015,treatment,13,A,1,0,0,0,0
P015,treatment,14,B,0,0,0,0,1
P015,treatment,15,B,0,0,0,1,0
P015,treatment,16,A,0,0,0,0,1
P015,treatment,17,B,0,0,0,0,1
P015,treatment,18,B,0,0,0,0,1
P015,treatment,19,B,0,0,0,1,0
P015,treatment,20,A,0,0,1,0,0
P015,treatment,21,A,0,0,1,0,0
P015,treatment,22,B,0,0,0,0,1
P015,treatment,23,A,0,0,0,0,1
P015,treatment,24,B,1,0,0,0,0
P015,treatment,25,A,0,1,0,0,0
P015,treatment,26,B,0,1,0,0,0
P015,treatment,27,A,0,0,1,0,0
P015,treatment,28,A,0,0,1,0,0
P015,treatment,29,A,0,0,0,0,1
P015,treatment,30,B,0,0,1,0,0
P015,treatment,31,A,0,0,0,0,1
P015,treatment,32,A,0,0,1,0,0
P015,treatment,33,B,0,0,0,1,0
P015,treatment,34,A,0,0,1,0,0
P015,treatment,35,B,0,0,0,1,0
P015,treatment,36,B,0,1,0,0,0
P015,treatment,37,A,0,0,0,1,0
P015,treatment,38,B,0,1,0,0,0
P015,treatment,39,A,0,0,0,0,1
P015,treatment,40,B,0,1,0,0,0
P015,treatment,41,A,0,0,1,0,0
P015,treatment,42,A,1,0,0,0,0
P015,treatment,43,B,0,1,0,0,0
P015,treatment,44,A,0,0,0,0,1
P015,treatment,45,A,0,1,0,0,0
P015,treatment,46,B,0,0,1,0,0
P015,treatment,47,A,0,0,0,0,1
P015,treatment,48,B,0,0,1,0,0
P015,treatment,49,A,0,1,0,0,0
P015,treatment,50,A,0,0,0,1,0
P015,treatment,51,B,0,0,0,0,1
P015,treatment,52,A,0,0,1,0,0
P015,treatment,53,B,0,0,0,0,1
P015,treatment,54,B,0,0,0,0,1
P015,treatment,55,A,0,0,0,0,1
P015,treatment,56,A,1,0,0,0,0
P015,treatment,57,B,0,0,0,0,1
P015,treatment,58,A,0,0,0,1,0
P015,treatment,59,A,0,1,0,0,0
P016,treatment,1,A,0,0,0,0,1
P016,treatment,2,B,0,1,0,0,0
P016,treatment,3,A,0,0,1,0,0
P016,treatment,4,B,0,0,0,1,0
P016,treatment,5,B,1,0,0,0,0
P016,treatment,6,A,0,1,0,0,0
P016,treatment,7,B,0,0,0,0,1
P016,treatment,8,A,0,1,0,0,0
P016,treatment,9,A,0,0,0,0,1
P016,treatment,10,A,1,0,0,0,0
P016,treatment,11,B,0,1,0,0,0
P016,treatment,12,B,1,0,0,0,0
P016,treatment,13,B,0,1,0,0,0
P016,treatment,14,B,1,0,0,0,0
